"#","Class Name","Schedule","Program","Gender","Age Range","Max Enroll","Current Enroll","Openings","Trials","Make Ups","Price"
"858","9:00 AM RCR/CHL","Su  - 09:00 AM - 10:00 AM","Swim Classes","C","","14","14","0","0","0","$ 336.00"
"859","9:00 AM PBUB","Su  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"860","9:00 AM GLD 2/3","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"861","9:00 AM GLD 2/3","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","1","7","0","0","$ 306.00"
"862","9:00 AM GLD 2/3 ","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"863","9:00 AM GLD 1","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"864","9:00 AM GLD 1","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"865","9:00 AM CRL 2/3 ","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"866","9:00 AM CRL 2/3 ","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"867","9:00 AM CRL 1","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"868","9:00 AM CRL 1","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"869","9:00 AM CR2/3","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"870","9:00 AM CR1","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"871","9:00 AM CHL/MST","Su  - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"872","9:00 AM CHL/MST","Sa  - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"873","9:00 AM BUB 2/3","Su  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"874","9:00 AM BUB 2/3 ","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"875","9:00 AM BUB 1/2/3","Su  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"876","9:00 AM BUB 1","Su  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"877","9:00 AM BUB 1 ","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"878","7:30 BUB1","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","4","0","0","0","$ 286.00"
"879","7:30 BUB 2/3","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 286.00"
"880","7:30 BUB 2/3","F   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"881","7:30 BUB 2/3","W   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"882","7:30 BUB 2/3","W   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"883","7:30 BUB 2/3","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"884","7:30 BUB 1","F   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"885","7:30 BUB 1","W   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"886","7:30 BUB 1","F   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"887","7:30 BUB 1","M   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"888","7:30 BUB 1","W   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"889","7:15 GLD1 ","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","8","0","0","0","$ 306.00"
"890","7:15 GLD 2/3","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"891","7:15 GLD 2/3","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"892","7:15 GLD 2/3","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","6","2","0","0","$ 306.00"
"893","7:15 GLD 2/3","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","11","-3","0","0","$ 306.00"
"894","7:15 GLD 2/3","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"895","7:15 GLD 1/2/3","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","9","-1","0","0","$ 286.00"
"896","7:15 GLD 1/2","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","10","-2","0","0","$ 306.00"
"897","7:15 GLD 1","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"898","7:15 GLD 1","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"899","7:15 GLD 1","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"900","7:15 CRL 2/3","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","6","0","0","0","$ 286.00"
"901","7:15 CRL 2/3","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"902","7:15 CRL 2/3","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"903","7:15 CRL 2/3","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","5","1","0","0","$ 306.00"
"904","7:15 CRL 2/3","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"905","7:15 CRL 1/2/3","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","7","-1","0","0","$ 306.00"
"906","7:15 CRL 1/2","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","7","-1","0","0","$ 286.00"
"907","7:15 CRL 1","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"908","7:15 CRL 1","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"909","7:15 CRL 1","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"910","7:15 CRL 1","W   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","5","1","0","0","$ 306.00"
"911","7:15 CRL 1","M   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"912","7:15 CRL 1","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","0","6","0","0","$ 306.00"
"913","7:00 SPR/RCR","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","11","1","0","0","$ 314.00"
"914","7:00 SPR/RCR","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"915","7:00 SPR/RCR","W   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"916","7:00 SPR/RCR","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"917","7:00 SPR/ RCR","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","14","-2","0","0","$ 336.00"
"918","7:00 SPR/ RCR","W   - 07:00 PM - 08:00 PM","Swim Classes","C","","6","15","-9","0","0","$ 336.00"
"919","7:00 RCR/CHL","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","8","6","2","0","0","$ 336.00"
"920","7:00 PBUB","Th  - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"921","7:00 PBUB","W   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"922","7:00 PBUB","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"923","7:00 PBUB","W   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"924","7:00 PBUB","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 286.00"
"925","7:00 CHL/MST- Correct Time Given","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","10","4","0","0","$ 336.00"
"926","7:00 CHL/MST","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"927","7:00 CHL/MST","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","2","12","0","0","$ 314.00"
"928","7:00 CHL/MST","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"929","7:00 CHL/MST","W   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","14","0","0","0","$ 336.00"
"930","7:00 BUB 2/3","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","3","1","0","0","$ 286.00"
"931","7:00 BUB 2/3","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"932","7:00 BUB 2/3","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"933","7:00 BUB 2/3","W   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"934","7:00 BUB 2/3","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"935","7:00 BUB 1","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"936","7:00 BUB 1","W   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"937","7:00 BUB 1","M   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"938","7:00 ADT-B","W   - 07:00 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 270.00"
"939","7:00 ADT-A","W   - 07:00 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 270.00"
"940","7:00 ADT","M   - 07:00 PM - 08:00 PM","Swim Classes","C","","8","7","1","0","0","$ 314.00"
"941","7:00 ADT","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","7","7","0","0","0","$ 336.00"
"942","6:45 PBUB","W   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"943","6:45 PBUB","M   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"944","6:45 PBUB","F   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"945","6:45 BUB 2/3","F   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"946","6:45 BUB 2/3","W   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"947","6:45 BUB 2/3","F   - 06:45 PM - 07:30 PM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"948","6:45 BUB 2/3","M   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"949","6:45 BUB 1","F   - 06:45 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"950","6:45 BUB 1","W   - 06:45 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"951","6:45 BUB 1","M   - 06:45 PM - 07:15 PM","Swim Classes","C","","4","0","4","0","0","$ 286.00"
"952","6:30 SPR/RCR","W   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"953","6:30 GLD 2/3","F   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"954","6:30 GLD 2/3","W   - 06:30 PM - 07:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"955","6:30 GLD 2/3","W   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"956","6:30 GLD 2/3","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"957","6:30 GLD 1/2/3","F   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"958","6:30 GLD 1/2/3","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","5","3","0","0","$ 286.00"
"959","6:30 GLD 1","F   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"960","6:30 GLD 1","W   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"961","6:30 GLD 1","W   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","9","-1","0","0","$ 306.00"
"962","6:30 GLD 1","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"963","6:30 CR1","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","6","1","5","0","0","$ 286.00"
"964","6:30 CR1","M   - 03:45 PM - 04:30 PM","Swim Classes","C","","6","2","4","0","0","$ 226.00"
"965","6:30 CR1","M   - 06:30 PM - 07:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"966","6:30 CR1","W   - 06:30 PM - 07:15 PM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"967","6:30 BUB1","F   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"968","6:30 BUB 2/3","F   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"969","6:30 BUB 2/3","W   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"970","6:30 BUB 2/3","F   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"971","6:30 BUB 2/3","M   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"972","6:30 BUB 2/3","W   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"973","6:30 BUB 2/3","M   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","2","2","0","0","$ 286.00"
"974","6:30 BUB 1","F   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"975","6:30 BUB 1","W   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"976","6:30 BUB 1","M   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"977","6:30 BUB 1","W   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"978","6:30 BUB 1","M   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","4","0","0","0","$ 286.00"
"979","6:00 SPR/RCR","W   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","16","-4","0","0","$ 336.00"
"980","6:00 SPR/RCR","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"981","6:00 SPR/RCR","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","12","0","0","0","$ 314.00"
"982","6:00 SPR/RCR ","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","5","7","0","0","$ 314.00"
"983","6:00 SPR/RCR","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"984","6:00 SPR/ RCR","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","17","-5","0","0","$ 336.00"
"985","6:00 SPR","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","11","1","0","0","$ 336.00"
"986","6:00 RCR/CHL","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","5","9","0","0","$ 336.00"
"987","6:00 RCR/ CHL","W   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","10","4","0","0","$ 336.00"
"988","6:00 CHL/MST","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"989","6:00 CHL/MST","W   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"990","6:00 CHL/MST","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","6","7","-1","0","0","$ 336.00"
"991","6:00 CHL/MST","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"992","6:00 CHL/MST","M   - 06:00 PM - 07:00 PM","Swim Classes","C","","6","4","2","0","0","$ 314.00"
"993","6:00 BUB1","M   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","1","3","0","0","$ 286.00"
"994","6:00 BUB 2/3","W   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"995","6:00 BUB 2/3","F   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"996","6:00 BUB 2/3","M   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"997","6:00 BUB 2/3","W   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"998","6:00 BUB 2/3","M   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","5","-1","0","0","$ 286.00"
"999","6:00 BUB 2/3","F   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1000","6:00 BUB 1/2/3","F   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1001","6:00 BUB 1","W   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1002","6:00 BUB 1","M   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1003","6:00 BUB 1","W   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","3","1","0","0","$ 306.00"
"1004","6:00 BUB 1","F   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1005","5:45 GLD 2/3","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1006","5:45 GLD 2/3","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1007","5:45 GLD 2/3","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1008","5:45 GLD 1/2/3","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","11","-3","0","0","$ 306.00"
"1009","5:45 GLD 1/2/3","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","10","-2","0","0","$ 306.00"
"1010","5:45 GLD 1/2/3","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","3","5","0","0","$ 306.00"
"1011","5:45 GLD 1/2/3","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","7","1","0","0","$ 286.00"
"1012","5:45 GLD 1","W   - 05:45 PM - 06:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1013","5:45 GLD 1","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 336.00"
"1014","5:45 GLD 1","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1015","5:45 GLD 1","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1016","5:45 CRL1/2","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","4","2","0","0","$ 286.00"
"1017","5:45 CRL 2/3","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1018","5:45 CRL 2/3","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","8","-2","0","0","$ 306.00"
"1019","5:45 CRL 2/3","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1020","5:45 CRL 2/3","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"1021","5:45 CRL 2/3","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1022","5:45 CRL 1/2","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1023","5:45 CRL 1","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1024","5:45 CRL 1","M   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1025","5:45 CRL 1","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"1026","5:45 CRL 1","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1027","5:30 BUB 2/3","W   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","6","-2","0","0","$ 306.00"
"1028","5:00pm CRL2/3","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","6","0","0","0","$ 286.00"
"1029","5:00 SPR/RCR","W   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1030","5:00 SPR/RCR ","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","15","-3","0","0","$ 336.00"
"1031","5:00 SPR/RCR","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"1032","5:00 SPR/RCR ","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","19","-7","0","0","$ 314.00"
"1033","5:00 SPR/RCR","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"1034","5:00 SPR/ RCR","W   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","16","-4","0","0","$ 336.00"
"1035","5:00 PBUB ","F   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"1036","5:00 PBUB","M   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1037","5:00 PBUB","W   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
"1038","5:00 PBUB","M   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","5","-1","0","0","$ 286.00"
"1039","5:00 PBUB","F   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1040","5:00 PBUB","W   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1041","5:00 GLD 2/3","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1042","5:00 GLD 2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","10","-2","0","0","$ 306.00"
"1043","5:00 GLD 2/3","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1044","5:00 GLD 2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1045","5:00 GLD 1/2/3","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","6","2","0","0","$ 306.00"
"1046","5:00 GLD 1/2/3 ","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","9","-1","0","0","$ 286.00"
"1047","5:00 GLD 1","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1048","5:00 GLD 1","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","9","-1","0","0","$ 306.00"
"1049","5:00 GLD 1","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"1050","5:00 GLD 1","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","4","4","0","0","$ 306.00"
"1051","5:00 GLD 1","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","2","6","0","0","$ 286.00"
"1052","5:00 GLD 1","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"1053","5:00 CRL1/2","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","6","5","1","0","0","$ 286.00"
"1054","5:00 CRL 2/3","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1055","5:00 CRL 2/3","W   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1056","5:00 CRL 2/3","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1057","5:00 CRL 2/3","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","7","-1","0","0","$ 306.00"
"1058","5:00 CRL 2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1059","5:00 CRL 2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","8","-2","0","0","$ 306.00"
"1060","5:00 CRL 1/2","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","8","-2","0","0","$ 306.00"
"1061","5:00 CRL 1","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1062","5:00 CRL 1","M   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"1063","5:00 CRL 1","W   - 05:00 PM - 05:30 PM","Swim Classes","C","","6","1","5","0","0","$ 306.00"
"1064","5:00 CRL 1","W   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","5","1","0","0","$ 306.00"
"1065","5:00 CRL 1","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"1066","5:00 CHL/MST","W   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"1067","5:00 CHL/MST","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","2","12","0","0","$ 336.00"
"1068","5:00 CHL/MST","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"1069","5:00 CHL/MST","M   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","7","7","0","0","$ 314.00"
"1070","5:00 CHL/MST","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","11","3","0","0","$ 336.00"
"1071","5:00 CHL/MST","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","0","14","0","0","$ 246.00"
"1072","5:00 CHL/ MST","W   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","7","7","0","0","$ 336.00"
"1073","5:00 BUB2/3","M   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","4","0","0","0","$ 286.00"
"1074","5:00 BUB 2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","4","8","-4","0","0","$ 306.00"
"1075","5:00 BUB 2/3","M   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"1076","5:00 BUB 2/3","F   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1077","5:00 BUB 2/3","W   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1078","4:30pm BUB1","M   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","4","0","0","0","$ 286.00"
"1079","4:30pm BUB 2/3","M   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","1","3","0","0","$ 286.00"
"1080","4:30 PM BUB 2/3","Su  - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"1081","4:30 BUB2/3","Su  - 04:30 PM - 05:00 PM","Swim Classes","C","","4","2","2","0","0","$ 306.00"
